release_date,achievements,median_playtime,price,total_reviews,average_playtime,english,categories,owners,season,Rating
2017-07-26,0,0,7.19,1,0,1,Single-player,0-20000,Summer,Very Positive
2017-07-28,0,0,7.19,5,0,1,Single-player,0-20000,Summer,Very Positive
2018-03-12,88,0,0.0,16,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements,0-20000,Spring,Very Negative
2018-11-26,0,0,0.8,5,0,0,Single-player,0-20000,Fall,Negative
2017-07-25,0,0,2.79,2,0,1,Single-player,0-20000,Summer,Negative
2017-08-09,90,0,22.99,296,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,0-20000,Summer,Very Positive
2017-09-14,15,0,2.09,12,0,1,Single-player;Multi-player;Steam Achievements;Steam Leaderboards;Includes level editor,0-20000,Fall,Very Positive
2017-12-14,16,0,2.09,10,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Winter,Very Positive
2017-08-31,31,0,11.39,392,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,0-20000,Summer,Positive
2017-08-06,0,0,6.99,1,0,1,Single-player,0-20000,Summer,Very Negative
2017-07-31,0,0,6.99,4,0,1,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen,0-20000,Summer,Positive
2017-09-15,7,1,0.79,25,1,1,Single-player;Steam Achievements,0-20000,Fall,Negative
2018-04-03,0,0,6.19,8,0,1,Single-player;Steam Cloud,0-20000,Spring,Negative
2017-09-15,0,0,2.79,21,0,1,Single-player,0-20000,Fall,Very Positive
2017-08-25,0,0,2.79,11,0,1,Single-player,0-20000,Summer,Negative
2017-10-16,59,41,0.0,2587,40,1,Single-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;In-App Purchases;Steam Leaderboards,500000-1000000,Fall,Positive
2017-08-21,26,0,0.79,29,0,1,Single-player,0-20000,Summer,Very Positive
2018-04-03,0,0,0.79,7,0,1,Single-player,0-20000,Spring,Positive
2017-11-16,0,0,7.19,42,0,1,Single-player;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Fall,Positive
2017-09-05,0,0,0.79,3,0,1,Single-player,0-20000,Fall,Very Positive
2018-05-31,14,0,14.99,70,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Spring,Very Negative
2017-12-21,0,0,1.69,7,0,1,Single-player,0-20000,Winter,Very Positive
2018-05-04,28,0,1.69,2,0,1,Single-player;Steam Achievements;Full controller support;Stats,0-20000,Spring,Very Positive
2017-12-01,0,0,0.0,13,0,0,Single-player,0-20000,Winter,Very Positive
2018-01-26,35,1311,44.99,12705,3020,1,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,200000-500000,Winter,Positive
2017-10-19,24,0,6.99,63,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Positive
2017-10-07,18,0,0.79,6,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Positive
2017-08-14,0,0,3.99,11,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2017-10-05,0,0,8.29,4,0,1,Single-player,0-20000,Fall,Negative
2017-09-07,0,0,1.59,6,0,1,Single-player,0-20000,Fall,Positive
2017-11-02,0,0,7.19,2,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Fall,Very Positive
2017-07-28,6,0,2.49,54,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Positive
2017-08-31,0,0,4.79,25,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2017-07-21,23,0,9.99,12,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-01-31,21,0,9.99,596,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,50000-100000,Winter,Negative
2017-10-04,38,0,0.79,189,0,1,Multi-player;Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,0-20000,Fall,Positive
2017-12-05,41,8,2.09,18,8,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,0-20000,Winter,Very Positive
2017-08-30,0,0,3.99,2,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Summer,Negative
2017-10-18,0,0,0.0,145,0,1,Single-player;Multi-player;Online Multi-Player;Steam Trading Cards;In-App Purchases,20000-50000,Fall,Very Positive
2018-04-06,23,0,3.99,5,0,1,Single-player;Steam Achievements;Full controller support;Stats,0-20000,Spring,Very Positive
2017-09-01,32,0,1.59,34,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,0-20000,Fall,Negative
2017-07-27,5000,0,3.99,54,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2017-08-01,5,0,0.0,27,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Positive
2017-09-06,18,0,4.99,6,0,1,Single-player;Steam Achievements,0-20000,Fall,Negative
2019-01-02,0,0,5.79,253,0,0,Single-player,0-20000,Winter,Very Positive
2017-10-18,9,0,4.99,23,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2017-07-25,0,0,1.59,17,0,1,Single-player,0-20000,Summer,Negative
2017-07-27,5000,0,4.99,25,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-08-23,0,0,1.99,16,0,1,Single-player,0-20000,Summer,Negative
2017-08-11,0,0,4.79,2,0,1,Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud,0-20000,Summer,Negative
2017-07-28,192,0,0.79,98,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2017-08-15,0,0,0.79,6,0,1,Single-player,0-20000,Summer,Negative
2017-08-22,34,0,6.99,9,0,1,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Summer,Negative
2018-03-09,2,0,3.99,3,0,1,Single-player,0-20000,Spring,Negative
2017-08-03,0,0,1.99,35,0,1,Single-player,0-20000,Summer,Negative
2018-06-07,35,93,14.99,135,93,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,0-20000,Summer,Very Positive
2017-09-21,21,0,9.99,36,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2017-08-04,21,0,10.99,4,0,1,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,0-20000,Summer,Very Negative
2017-08-24,5,0,5.19,15,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-09-01,1,0,0.79,35,0,1,Single-player;Steam Achievements,0-20000,Fall,Negative
2017-08-07,0,0,1.99,11,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-18,0,0,0.79,1,0,1,Single-player;Steam Cloud,0-20000,Summer,Very Positive
2017-08-09,3,0,0.0,5,0,1,Single-player,0-20000,Summer,Negative
2017-08-02,0,0,0.79,3,0,1,Single-player,0-20000,Summer,Negative
2017-12-07,11,0,1.69,14,0,1,Single-player;Steam Achievements,0-20000,Winter,Very Negative
2017-07-22,0,25317,0.79,94,25317,1,Single-player,0-20000,Summer,Negative
2017-08-07,0,0,0.79,2,0,1,Single-player;Captions available;Partial Controller Support,0-20000,Summer,Very Negative
2017-10-26,0,0,0.0,14,0,1,Multi-player;Online Multi-Player;Online Co-op,0-20000,Fall,Negative
2018-04-30,8,0,3.99,5,0,1,Single-player;Local Co-op;Steam Achievements,0-20000,Spring,Very Positive
2017-11-15,0,0,5.79,1,0,1,Single-player;Steam Cloud,0-20000,Fall,Very Positive
2017-08-27,50,0,0.0,153,0,1,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Leaderboards,50000-100000,Summer,Negative
2017-08-11,0,177,2.79,1031,177,1,Single-player;Steam Trading Cards;Steam Cloud,200000-500000,Summer,Very Positive
2018-02-28,21,0,9.29,34,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Winter,Negative
2017-10-04,24,0,9.99,99,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,0-20000,Fall,Positive
2017-09-12,24,0,3.99,10,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2018-02-05,20,245,10.99,1265,248,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,100000-200000,Winter,Very Positive
2018-01-22,47,0,11.39,70,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,0-20000,Winter,Very Positive
2018-01-14,33,0,11.39,24,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,0-20000,Winter,Very Positive
2017-09-08,0,0,1.69,3,0,1,Single-player;Full controller support;Steam Leaderboards,0-20000,Fall,Negative
2017-08-11,18,0,9.99,196,0,1,Single-player;Steam Achievements;Steam Trading Cards,0-20000,Summer,Very Positive
2017-08-09,4,0,1.59,2,0,1,Single-player,0-20000,Summer,Negative
2017-11-10,0,0,7.19,20,0,1,Single-player;Stats,0-20000,Fall,Positive
2017-08-16,0,0,1.59,1,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Negative
2017-10-24,18,0,3.99,20,0,1,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,0-20000,Fall,Very Positive
2017-08-28,0,0,22.99,34,0,1,Single-player,0-20000,Summer,Very Negative
2017-09-01,9,0,1.99,8,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Positive
2017-08-11,0,0,0.79,60,0,1,Single-player;Partial Controller Support,20000-50000,Summer,Negative
2018-01-22,24,0,15.49,60,0,1,Single-player;Steam Achievements;Full controller support;Captions available,0-20000,Winter,Very Positive
2018-02-02,0,0,0.0,25,0,1,Single-player,0-20000,Winter,Positive
2018-08-16,8,0,5.59,29,0,1,Single-player;Steam Achievements;Full controller support;Stats,0-20000,Summer,Very Positive
2017-09-21,0,0,6.99,20,0,1,Single-player,0-20000,Fall,Positive
2018-06-15,40,118,7.99,65,118,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,0-20000,Summer,Positive
2017-08-30,11,0,2.89,6,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2017-08-25,13,0,1.99,14,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Positive
2019-03-18,0,0,7.19,17,0,1,Multi-player;Online Multi-Player;Partial Controller Support,0-20000,Spring,Very Negative
2017-08-07,0,0,13.59,29,0,1,Single-player,0-20000,Summer,Negative
2018-05-28,0,0,2.09,8,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Spring,Positive
2017-10-03,29,0,1.99,404,0,1,Single-player;Steam Achievements;Steam Trading Cards;Captions available,50000-100000,Fall,Positive
2017-11-10,0,0,3.99,9,0,1,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,0-20000,Fall,Negative
2017-08-21,29,0,1.59,9,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2017-08-23,25,0,2.09,2,0,1,Single-player;Steam Achievements;Stats,0-20000,Summer,Negative
2017-12-04,0,0,3.99,1,0,1,Single-player,0-20000,Winter,Very Negative
2017-08-17,23,0,3.99,44,0,1,Multi-player;Online Multi-Player;Steam Achievements,0-20000,Summer,Positive
2017-08-04,7,12661,2.89,74,12661,1,Single-player;Steam Achievements;Steam Trading Cards,20000-50000,Summer,Very Negative
2017-08-04,6,0,3.99,11,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Negative
2017-08-11,28,0,3.99,29,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Positive
2017-08-03,0,0,0.79,15,0,1,Single-player,0-20000,Summer,Positive
2017-07-21,5,0,2.09,34,0,1,Multi-player;Online Multi-Player;MMO;Steam Achievements;Stats,0-20000,Summer,Negative
2017-10-02,16,0,3.99,12,0,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Fall,Very Positive
2017-09-19,2,0,4.99,74,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Very Positive
2017-08-14,0,0,3.99,10,0,1,Single-player;Captions available;Commentary available,0-20000,Summer,Negative
2018-02-09,34,0,19.49,728,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,0-20000,Winter,Very Positive
2017-09-27,8,0,0.79,10,0,1,Single-player,0-20000,Fall,Very Positive
2018-10-11,23,0,10.99,150,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,0-20000,Fall,Positive
2017-10-12,9,0,2.89,20,0,1,Single-player;Steam Achievements;Stats,0-20000,Fall,Very Positive
2017-07-28,0,0,2.79,9,0,1,Single-player,0-20000,Summer,Positive
2017-08-15,0,0,3.99,3,0,1,Single-player,0-20000,Summer,Very Negative
2017-11-27,0,0,0.79,4,0,1,Single-player,0-20000,Fall,Very Positive
2017-08-17,35,0,6.99,417,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Cloud;Steam Leaderboards,20000-50000,Summer,Very Positive
2018-03-02,37,0,7.19,26,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Spring,Positive
2017-08-16,0,0,0.79,14,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Negative
2017-08-15,13,0,2.09,17,0,1,Single-player;Steam Achievements;Full controller support;Stats,0-20000,Summer,Very Positive
2017-08-16,8,0,0.0,122,0,1,Single-player;Steam Achievements;Steam Cloud,20000-50000,Summer,Very Negative
2017-08-09,28,0,4.79,31,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Negative
2018-08-31,53,0,10.99,20,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2017-07-21,0,0,1.99,6,0,1,Single-player,0-20000,Summer,Negative
2017-09-02,0,0,3.99,18,0,1,Single-player;Stats;Steam Leaderboards,0-20000,Fall,Negative
2017-08-04,0,0,1.69,9,0,1,Single-player,0-20000,Summer,Negative
2017-10-23,8,0,3.99,49,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Positive
2017-09-19,35,0,1.69,11,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Fall,Positive
2018-10-23,55,8392,0.0,9766,5598,1,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,200000-500000,Fall,Negative
2017-08-03,0,0,0.79,3,0,1,Multi-player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Partial Controller Support,0-20000,Summer,Very Negative
2017-08-08,0,0,4.79,56,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2017-09-18,0,0,5.19,48,0,1,Single-player;Multi-player;Online Co-op;Local Co-op,0-20000,Fall,Negative
2017-09-03,0,0,8.99,3,0,1,Single-player,0-20000,Fall,Very Negative
2017-08-05,10,0,3.99,54,0,1,Single-player;Steam Achievements;Partial Controller Support,20000-50000,Summer,Very Negative
2017-08-31,28,0,1.59,27,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Leaderboards,0-20000,Summer,Very Positive
2017-10-01,0,0,3.99,1,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Positive
2017-08-12,68,0,0.79,67,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2017-07-28,20,0,1.99,1,0,1,Single-player,0-20000,Summer,Very Negative
2017-09-22,0,0,0.79,3,0,1,Single-player,0-20000,Fall,Very Positive
2017-08-04,0,0,3.99,13,0,1,Single-player,0-20000,Summer,Negative
2017-07-21,0,0,3.99,11,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2018-08-23,0,0,4.99,13,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer,0-20000,Summer,Very Positive
2017-09-05,0,0,0.79,1,0,1,Single-player,0-20000,Fall,Very Negative
2017-09-05,0,0,0.79,2,0,1,Single-player,0-20000,Fall,Very Negative
2017-08-31,0,0,2.79,8,0,1,Single-player,0-20000,Summer,Very Positive
2017-08-03,105,0,1.99,14,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-03-15,51,0,11.39,46,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Spring,Very Positive
2017-08-21,0,0,0.79,13,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-21,7,1016,6.99,406,1016,1,Steam Achievements,50000-100000,Summer,Positive
2017-10-24,0,0,13.99,149,0,1,Single-player,0-20000,Fall,Positive
2017-08-29,81,0,1.59,41,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2019-01-18,0,0,1.99,2,0,1,Single-player,0-20000,Winter,Very Positive
2018-01-10,0,0,7.19,39,0,1,Single-player;Partial Controller Support,0-20000,Winter,Very Positive
2018-04-04,10,0,5.79,7,0,1,Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support,0-20000,Spring,Positive
2017-09-07,0,0,3.99,18,0,1,Single-player,0-20000,Fall,Very Positive
2017-09-04,14,0,2.79,4,0,1,Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Stats,0-20000,Fall,Positive
2017-08-24,8,0,1.99,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-09-28,22,0,0.0,872,0,1,Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Stats,200000-500000,Fall,Negative
2017-08-04,17,0,3.99,1,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2017-07-31,0,0,3.99,15,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-11,0,0,7.19,6,0,1,Single-player,0-20000,Summer,Negative
2017-10-13,0,0,0.79,3,0,1,Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Fall,Very Negative
2018-08-20,0,0,0.0,107,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,20000-50000,Summer,Negative
2018-03-28,0,90,11.39,104,90,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,0-20000,Spring,Very Positive
2018-02-13,8,0,2.89,40,0,1,Single-player;Steam Achievements,0-20000,Winter,Very Positive
2018-05-02,5,138,2.79,131,138,1,Single-player;Steam Achievements,0-20000,Spring,Very Positive
2019-04-04,8,0,2.89,60,0,0,Single-player;Steam Achievements,0-20000,Spring,Negative
2018-02-13,5,0,2.79,23,0,1,Single-player;Steam Achievements,0-20000,Winter,Negative
2017-10-29,6,0,2.79,11,0,1,Single-player;Steam Achievements,0-20000,Fall,Positive
2019-04-04,35,82,16.99,252,82,1,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Includes level editor,0-20000,Spring,Positive
2018-06-05,41,0,30.99,225,0,1,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support,0-20000,Summer,Positive
2017-10-03,49,0,3.99,25,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Positive
2017-12-13,11,0,11.39,26,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements,0-20000,Winter,Very Positive
2018-06-27,10,0,0.0,49,0,1,Single-player;Online Multi-Player;Steam Achievements;In-App Purchases,0-20000,Summer,Negative
2018-01-05,219,0,0.79,18,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,0-20000,Winter,Positive
2017-09-19,0,0,5.19,4,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Negative
2017-12-01,16,0,0.79,53,0,1,Single-player;Steam Achievements,0-20000,Winter,Negative
2018-02-06,13,0,8.99,27,0,0,Single-player,0-20000,Winter,Very Positive
2017-08-07,0,0,0.79,27,0,1,Single-player,0-20000,Summer,Negative
2018-04-10,13,0,0.0,7,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Spring,Positive
2017-08-04,94,0,2.09,40,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2018-11-05,0,0,3.99,11,0,1,Single-player;Steam Cloud,0-20000,Fall,Negative
2017-11-14,49,0,6.99,32,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Positive
2017-08-09,15,0,0.79,2,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Negative
2017-10-06,6,0,0.0,9,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Negative
2017-09-23,0,0,0.0,126,0,1,Local Multi-Player;Shared/Split Screen,50000-100000,Fall,Very Negative
2018-10-08,47,0,15.49,33,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements,0-20000,Fall,Negative
2017-07-31,0,0,0.79,1,0,1,Single-player,0-20000,Summer,Very Positive
2017-08-29,0,0,1.59,14,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-14,4,0,1.69,6,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-01-25,0,0,10.99,7,0,1,Single-player,0-20000,Winter,Negative
2017-08-14,0,0,1.59,27,0,1,Single-player,0-20000,Summer,Negative
2017-10-04,0,0,6.99,18,0,1,Single-player;Multi-player;Online Multi-Player;Stats,0-20000,Fall,Negative
2017-08-25,25,0,0.79,60,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-08-31,0,0,9.99,15,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-29,50,0,3.99,8,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Summer,Negative
2017-12-15,55,0,23.79,101,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,0-20000,Winter,Positive
2018-12-13,17,0,14.49,5989,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,200000-500000,Winter,Very Positive
2017-08-31,0,0,4.79,3,0,1,Single-player,0-20000,Summer,Very Positive
2017-09-29,20,0,1.69,5,0,1,Single-player;Steam Achievements;Stats;Steam Leaderboards,0-20000,Fall,Very Positive
2017-08-17,0,0,3.99,13,0,1,Single-player;Partial Controller Support,0-20000,Summer,Negative
2017-08-23,8,0,0.79,29,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Negative
2017-08-04,5000,0,3.99,55,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2017-09-19,14,0,5.79,13,0,1,Single-player;Shared/Split Screen;Steam Achievements,20000-50000,Fall,Very Negative
2018-08-17,0,0,0.79,1,0,1,Multi-player;Online Multi-Player;Co-op;Online Co-op,0-20000,Summer,Very Positive
2017-10-13,26,0,6.99,3,0,1,Single-player;Steam Achievements;Full controller support;Captions available;Stats;Includes level editor,0-20000,Fall,Very Positive
2017-09-19,13,0,0.0,29,0,1,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,0-20000,Fall,Very Positive
2017-08-29,0,0,3.99,32,0,1,Single-player,0-20000,Summer,Negative
2017-08-17,105,0,0.0,17,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Negative
2017-08-17,7,0,1.69,21,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Very Positive
2017-09-14,0,0,6.99,32,0,1,Single-player,0-20000,Fall,Positive
2017-10-04,38,0,6.99,16,0,1,Single-player;Online Multi-Player;Online Co-op;Local Co-op;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Fall,Negative
2017-08-30,1,0,0.79,4,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-22,0,205,0.79,59,205,1,Single-player;Steam Trading Cards,20000-50000,Summer,Positive
2017-09-15,10,0,1.99,1,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Fall,Very Negative
2018-04-27,0,0,2.89,25,0,1,Single-player;Full controller support,0-20000,Spring,Very Positive
2017-08-02,23,0,1.59,15,0,1,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,0-20000,Summer,Very Positive
2017-09-28,0,0,14.99,284,0,1,Single-player;Steam Cloud;Includes level editor,20000-50000,Fall,Positive
2018-06-12,0,0,3.99,7,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,0-20000,Summer,Positive
2017-11-13,0,0,0.0,85,0,1,Single-player;Full controller support;Commentary available,50000-100000,Fall,Negative
2018-11-12,0,0,4.79,3,0,1,Single-player,0-20000,Fall,Very Positive
2017-09-15,0,0,9.29,4,0,1,Single-player,0-20000,Fall,Very Positive
2018-06-13,0,0,3.99,29,0,1,Single-player,0-20000,Summer,Negative
2018-04-13,5000,0,0.79,55,0,1,Single-player;Steam Achievements,20000-50000,Spring,Negative
2017-07-27,33,0,4.79,14,0,1,Single-player;Steam Achievements;Captions available;Steam Cloud,0-20000,Summer,Very Positive
2017-08-17,7,0,3.99,14,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,0-20000,Summer,Very Negative
2017-09-29,2,0,3.99,4,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Fall,Positive
2018-01-26,10,0,0.0,108,0,1,Single-player;Partial Controller Support,20000-50000,Winter,Positive
2017-12-11,0,0,7.19,15,0,1,Single-player;Full controller support,0-20000,Winter,Very Positive
2017-08-21,0,0,0.0,49,0,0,Single-player;Online Multi-Player,20000-50000,Summer,Negative
2017-08-27,0,0,10.99,6,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Summer,Very Positive
2017-09-18,13,70,10.99,161,70,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Positive
2017-10-06,0,0,5.19,212,0,1,Multi-player;Online Multi-Player;Partial Controller Support,0-20000,Fall,Negative
2018-05-24,32,0,7.19,21,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,0-20000,Spring,Very Positive
2017-08-12,0,0,15.49,4,0,1,Steam Cloud,0-20000,Summer,Very Positive
2017-08-15,0,0,0.0,81,0,1,Partial Controller Support,50000-100000,Summer,Positive
2018-03-22,0,0,0.0,4,0,1,Multi-player;Online Multi-Player,0-20000,Spring,Positive
2017-12-20,16,518,7.19,1890,283,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,200000-500000,Winter,Very Positive
2017-09-21,10,0,1.59,11,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Negative
2017-10-19,8,0,0.79,17,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Positive
2017-07-29,15,0,4.99,6,0,1,Single-player;Steam Achievements;Steam Leaderboards;Includes level editor,0-20000,Summer,Very Negative
2017-08-19,0,0,0.79,2,0,1,Single-player,0-20000,Summer,Negative
2018-12-24,0,0,8.99,6,0,1,Single-player,0-20000,Winter,Negative
2017-09-28,23,0,5.79,46,0,1,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,0-20000,Fall,Very Positive
2017-08-08,0,0,2.09,13,0,1,Single-player,0-20000,Summer,Negative
2017-07-27,0,0,10.99,4,0,1,Single-player,0-20000,Summer,Positive
2019-04-25,36,0,7.49,914,0,1,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards,20000-50000,Spring,Negative
2019-01-29,72,0,6.99,12,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Winter,Very Positive
