release_date,achievements,median_playtime,price,total_reviews,average_playtime,english,categories,owners,season,Rating
2018-06-17,9,0,3.99,7,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-08-31,99,0,1.69,18,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-06-20,0,0,0.0,292,0,1,Online Multi-Player;Partial Controller Support,50000-100000,Summer,Positive
2018-06-21,0,0,0.79,11,0,1,Single-player,0-20000,Summer,Negative
2018-07-13,0,0,9.29,18,0,1,Single-player;Online Multi-Player,0-20000,Summer,Negative
2018-06-08,17,0,2.89,8,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-13,100,0,0.79,12,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-09-12,57,0,4.99,11,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Positive
2018-06-18,16,0,1.69,3,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Summer,Very Positive
2018-06-25,0,0,3.99,1,0,1,Single-player;Steam Cloud;Stats,0-20000,Summer,Very Positive
2018-07-04,7,0,10.99,52,0,1,Single-player;Steam Achievements;Steam Cloud;Stats,0-20000,Summer,Positive
2018-11-14,6,0,3.99,8,0,1,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,0-20000,Fall,Very Positive
2018-06-19,1,0,0.79,3,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-27,15,0,2.09,37,0,1,Single-player,0-20000,Summer,Positive
2018-11-09,0,0,21.99,576,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,20000-50000,Fall,Positive
2018-08-13,0,0,0.79,11,0,1,Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op,0-20000,Summer,Positive
2018-06-21,0,0,2.09,7,0,1,Single-player,0-20000,Summer,Negative
2018-06-20,30,0,1.69,22,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-29,0,0,3.99,4,0,1,Single-player;Full controller support;Steam Cloud,0-20000,Summer,Positive
2018-07-01,0,0,3.99,3,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen,0-20000,Summer,Negative
2018-07-03,5000,0,0.79,132,0,1,Single-player;Steam Achievements,20000-50000,Summer,Negative
2018-06-21,120,0,0.79,34,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-08-17,33,0,3.99,14,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Summer,Negative
2018-07-04,161,0,0.79,13,0,1,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,0-20000,Summer,Very Positive
2018-06-30,0,0,0.0,20,0,1,Single-player,0-20000,Summer,Negative
2018-07-02,0,0,0.79,3,0,1,Single-player,0-20000,Summer,Very Negative
2018-08-27,12,0,2.09,3,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,0-20000,Summer,Very Positive
2018-08-03,51,0,5.79,5,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-08-09,0,0,19.49,7,0,0,Single-player;Partial Controller Support,0-20000,Summer,Negative
2018-06-14,0,0,2.09,11,0,1,Single-player,0-20000,Summer,Negative
2018-08-01,0,0,7.19,6,0,1,Single-player,0-20000,Summer,Negative
2018-06-19,0,0,2.09,1,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-21,6,0,0.79,41,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-06-22,12,0,1.69,9,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-07-25,233,0,0.99,38,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-28,100,0,0.79,106,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Positive
2018-07-29,0,0,0.0,84,0,1,Single-player,0-20000,Summer,Positive
2018-09-07,0,0,2.09,9,0,1,Single-player;Steam Cloud,0-20000,Fall,Positive
2019-04-15,1,0,13.99,14,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Spring,Negative
2018-08-01,0,0,3.99,30,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-19,4,0,1.69,22,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Negative
2018-08-10,11,0,1.69,23,0,1,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements,0-20000,Summer,Negative
2018-07-18,29,0,4.79,4,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-07-31,0,0,0.0,64,0,1,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Full controller support,0-20000,Summer,Positive
2018-07-02,0,0,0.79,3,0,0,Single-player,0-20000,Summer,Very Negative
2018-10-24,0,0,2.09,1,0,1,Single-player,0-20000,Fall,Very Negative
2018-07-10,0,0,7.19,19,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-07-30,0,0,7.19,9,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-27,0,0,2.89,11,0,1,Single-player,0-20000,Summer,Positive
2018-08-08,41,0,0.79,14,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2018-07-27,0,0,3.99,14,0,1,Single-player;Shared/Split Screen,0-20000,Summer,Negative
2018-06-21,131,0,3.99,14,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-06-22,1,0,9.99,4,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-10-19,65,0,0.0,8,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Fall,Very Positive
2018-12-11,45,0,11.39,8,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Winter,Positive
2018-06-29,0,0,1.69,4,0,1,Single-player,0-20000,Summer,Negative
2018-10-25,29,0,0.0,286,0,1,Single-player,20000-50000,Fall,Very Positive
2018-06-28,11,0,7.19,12,0,1,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Positive
2018-07-06,0,0,5.79,4,0,1,Single-player,0-20000,Summer,Very Positive
2018-11-29,20,0,4.79,34,0,1,Single-player;Steam Cloud,0-20000,Fall,Positive
2018-09-10,0,8659,4.79,1137,8659,1,Single-player;Multi-player;Online Multi-Player,50000-100000,Fall,Positive
2018-06-29,0,0,5.19,4,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-22,0,0,3.99,2,0,1,Single-player,0-20000,Summer,Negative
2018-11-22,55,0,11.99,120,0,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Fall,Positive
2018-08-10,0,0,9.29,8,0,1,Local Multi-Player;Local Co-op;Shared/Split Screen;Partial Controller Support,0-20000,Summer,Very Positive
2018-08-08,0,0,1.69,16,0,1,Single-player,0-20000,Summer,Negative
2018-08-10,100,0,0.79,3,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-08-04,0,0,2.09,2,0,1,Single-player;Steam Cloud,0-20000,Summer,Very Positive
2018-06-28,15,0,9.99,37,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-07-13,0,0,3.99,2,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-22,64,0,1.69,4,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Summer,Very Negative
2018-07-06,21,1,11.39,111,1,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,0-20000,Summer,Positive
2018-06-23,0,0,2.89,1,0,1,Single-player;Partial Controller Support;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2018-12-07,0,0,15.49,2,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op,0-20000,Winter,Very Positive
2018-07-29,1,0,0.79,14,0,1,Single-player;Steam Achievements;Captions available;Steam Cloud;Stats,0-20000,Summer,Negative
2018-08-10,108,0,0.79,11,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-01,7,0,0.89,7,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-07-06,0,0,11.39,6,0,1,Single-player,0-20000,Summer,Negative
2018-08-17,3000,102,0.79,5112,77,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,200000-500000,Summer,Very Positive
2018-06-19,0,0,0.79,12,0,1,Single-player,0-20000,Summer,Positive
2018-06-27,0,0,15.49,4,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-13,5,0,0.79,22,0,1,Steam Achievements,0-20000,Summer,Negative
2018-07-04,0,0,1.69,2,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-06-28,12,0,0.0,4,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-10-04,0,0,0.0,6,0,1,Single-player,0-20000,Fall,Negative
2018-07-25,0,0,2.09,22,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-06-19,0,0,0.79,2,0,1,Single-player;Captions available;Partial Controller Support,0-20000,Summer,Negative
2018-08-08,0,0,3.99,2,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-09-14,0,0,0.79,3,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player,0-20000,Fall,Very Negative
2018-07-20,20,0,3.99,5,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2019-02-19,0,812,0.0,4564,639,1,Single-player;Multi-player;Online Multi-Player;In-App Purchases,200000-500000,Winter,Negative
2018-06-20,0,0,0.79,14,0,1,Single-player,0-20000,Summer,Very Negative
2018-06-20,0,0,0.79,31,0,1,Single-player,0-20000,Summer,Negative
2018-07-09,33,0,0.0,84,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,20000-50000,Summer,Positive
2018-06-30,37,0,3.99,7,0,1,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements,0-20000,Summer,Very Positive
2018-07-06,1,0,1.69,4,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-08-16,100,0,6.99,15,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Very Positive
2018-12-11,10,0,7.19,20,0,1,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Winter,Negative
2018-06-20,0,0,0.79,2,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-05,4,0,0.0,31,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-21,100,0,0.79,26,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-07-02,6,0,1.69,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-08-23,60,0,0.79,43,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2019-03-26,0,0,6.19,3,0,1,Single-player;Full controller support,0-20000,Spring,Negative
2018-09-28,36,0,7.99,172,0,1,Single-player;Steam Achievements;Steam Trading Cards;Captions available,0-20000,Fall,Very Positive
2018-08-31,40,0,11.39,8,0,1,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Includes level editor,0-20000,Summer,Very Positive
2018-07-11,0,0,11.39,3,0,1,Single-player,0-20000,Summer,Very Positive
2018-10-19,0,0,15.49,15,0,1,Single-player,0-20000,Fall,Very Negative
2018-09-12,0,0,0.79,10,0,1,Single-player,0-20000,Fall,Negative
2018-07-24,0,0,0.0,52,0,1,Multi-player;Online Multi-Player;In-App Purchases,20000-50000,Summer,Negative
2018-08-15,0,0,11.39,2,0,1,Includes level editor,0-20000,Summer,Very Positive
2018-09-27,0,0,0.79,106,0,1,Single-player,0-20000,Fall,Negative
2018-11-08,100,0,11.39,8,0,1,Single-player;Full controller support,0-20000,Fall,Very Positive
2019-01-16,0,0,3.99,3,0,1,Single-player;Partial Controller Support,0-20000,Winter,Very Positive
2018-07-17,72,0,7.19,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-09-10,27,0,5.79,21,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2018-09-10,27,0,7.19,9,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2018-06-22,0,0,13.49,26,0,1,Single-player,0-20000,Summer,Negative
2018-10-12,0,0,0.0,5,0,1,Single-player,0-20000,Fall,Positive
2018-07-27,0,0,7.19,2,0,1,Single-player;Online Multi-Player;Partial Controller Support,0-20000,Summer,Negative
2018-07-02,0,0,2.89,1,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-21,10,0,0.79,12,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2018-10-05,98,0,30.99,85,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Workshop,0-20000,Fall,Negative
2018-08-10,8,0,2.89,485,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,20000-50000,Summer,Very Positive
2018-11-21,46,0,24.99,26,0,1,Single-player;Steam Achievements;Steam Workshop;Steam Cloud,0-20000,Fall,Negative
2018-06-29,0,0,0.79,168,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-22,13,0,0.79,20,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-16,20,0,4.79,17,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-21,0,0,0.79,5,0,1,Single-player,0-20000,Summer,Very Positive
2018-06-21,100,0,1.69,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-07-27,0,0,2.89,17,0,1,Single-player,0-20000,Summer,Positive
2018-07-23,9,0,0.79,35,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards;Includes level editor,0-20000,Summer,Very Positive
2018-07-02,0,0,0.79,31,0,1,Single-player,0-20000,Summer,Negative
2018-09-12,6,0,4.79,4,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Positive
2018-08-23,4,0,6.19,5,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Summer,Negative
2018-06-21,5,0,0.79,11,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-04,41,0,1.99,14,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Summer,Very Positive
2018-06-22,0,0,1.69,5,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2019-02-06,0,0,0.0,315,0,1,Online Multi-Player;Online Co-op;In-App Purchases,100000-200000,Winter,Negative
2018-08-02,0,0,3.99,19,0,1,Online Multi-Player,0-20000,Summer,Very Positive
2018-06-28,0,0,0.79,10,0,1,Single-player,0-20000,Summer,Very Negative
2018-09-20,31,268,11.39,1674,211,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support,100000-200000,Fall,Positive
2018-09-21,9,1,19.49,880,1,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,20000-50000,Fall,Very Positive
2018-07-05,5,0,1.69,25,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Very Negative
2018-07-24,60,0,6.99,3,0,1,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats,0-20000,Summer,Very Negative
2018-06-29,0,0,3.99,3,0,1,Single-player,0-20000,Summer,Very Negative
2018-11-03,0,0,1.69,7,0,1,Single-player,0-20000,Fall,Very Positive
2018-08-31,11,0,7.19,15,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Stats;Steam Leaderboards,0-20000,Summer,Very Positive
2018-06-27,0,0,2.89,6,0,1,Single-player,0-20000,Summer,Negative
2018-07-04,0,0,0.79,6,0,1,Single-player,0-20000,Summer,Very Negative
2018-08-16,8,0,7.19,3,0,1,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,0-20000,Summer,Very Positive
2018-12-12,50,0,4.79,23,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Winter,Negative
2018-07-07,30,0,0.79,44,0,1,Single-player,0-20000,Summer,Positive
2018-09-24,19,0,5.79,7,0,1,Single-player;Steam Achievements;Captions available;Partial Controller Support,0-20000,Fall,Positive
2018-07-16,0,0,0.0,21,0,1,Single-player;Full controller support,0-20000,Summer,Positive
2019-02-26,50,0,24.99,113,0,1,Single-player;Local Co-op;Steam Achievements;Full controller support,0-20000,Winter,Positive
2018-11-11,0,0,0.0,65,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,0-20000,Fall,Negative
2019-01-30,9,0,0.79,8,0,1,Single-player,0-20000,Winter,Negative
2018-07-06,5,0,7.19,83,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-05,55,0,3.99,13,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Summer,Positive
2019-01-31,30,0,6.19,62,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,0-20000,Winter,Very Positive
2018-06-25,1,0,4.99,10,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-07-07,0,0,2.89,1,0,1,Single-player;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2018-09-20,27,0,11.99,136,0,1,Single-player;Steam Achievements;Steam Trading Cards,0-20000,Fall,Positive
2018-07-04,5,0,1.69,7,0,1,Single-player,0-20000,Summer,Very Negative
2018-10-25,19,0,7.19,18,0,1,Single-player;Full controller support,0-20000,Fall,Very Positive
2018-06-27,0,0,6.19,4,0,1,Single-player,0-20000,Summer,Positive
2018-08-13,6,0,3.99,12,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-09-07,0,0,3.99,3,0,1,Multi-player;Online Multi-Player,0-20000,Fall,Negative
2018-07-01,5,0,1.69,125,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-07-05,0,0,0.79,4,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-16,0,0,1.2,1,0,1,Single-player,0-20000,Summer,Very Positive
2018-07-12,8,0,2.09,5,0,1,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,0-20000,Summer,Positive
2019-02-08,50,0,39.99,157,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Includes level editor,0-20000,Winter,Negative
2018-07-27,0,0,3.99,23,0,1,Single-player,0-20000,Summer,Very Positive
2018-07-04,25,0,0.79,35,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-09-27,47,0,2.89,17,0,1,Single-player;Partial Controller Support;Steam Leaderboards,0-20000,Fall,Very Positive
2018-11-13,0,0,0.0,149,0,1,Single-player,20000-50000,Fall,Very Positive
2018-11-15,3,0,15.49,101,0,1,Single-player;Steam Achievements;Steam Workshop;Includes level editor,0-20000,Fall,Very Positive
2018-07-17,16,0,5.79,12,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2019-04-04,20,0,11.39,17,0,1,Single-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats,0-20000,Spring,Very Positive
2018-07-13,0,0,0.0,65,0,1,Single-player;Full controller support,0-20000,Summer,Positive
2018-07-05,0,0,3.99,6,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-10,0,0,3.99,2,0,1,Single-player,0-20000,Summer,Negative
2018-07-06,0,0,1.69,4,0,1,Single-player,0-20000,Summer,Positive
2018-07-26,6,0,0.79,61,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2018-06-29,65,0,1.69,9,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2018-07-27,0,0,0.79,21,0,1,Single-player,0-20000,Summer,Negative
2018-07-27,0,0,0.79,14,0,1,Single-player,0-20000,Summer,Negative
2018-11-08,91,0,3.99,4,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Very Positive
2019-01-18,25,0,0.0,137,0,1,Single-player;Steam Cloud,20000-50000,Winter,Very Positive
2018-08-03,0,0,1.69,7,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Negative
2018-06-26,1,0,3.99,9,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-15,1,0,3.99,2,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-06-28,10,0,5.19,72,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-07-02,0,0,3.99,2,0,1,Single-player;Local Multi-Player,0-20000,Summer,Negative
2018-11-09,12,0,2.89,15,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,0-20000,Fall,Very Positive
2018-07-02,0,0,0.79,4,0,1,Single-player,0-20000,Summer,Very Negative
2018-07-06,32,0,7.19,36,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2018-09-28,0,0,5.79,35,0,1,Single-player;Steam Cloud,0-20000,Fall,Negative
2018-07-13,0,0,2.09,2,0,1,Single-player,0-20000,Summer,Very Positive
2018-08-16,30,568,6.19,425,568,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,0-20000,Summer,Very Positive
2018-07-19,0,0,2.89,1,0,1,Single-player;Full controller support,0-20000,Summer,Very Positive
